aoi_type,aoi,pos_x,pos_y,width,height
word,a,624.5,1081.695652173913,43.0,67.0
word,magnetic,667.5,1081.695652173913,226.0,67.0
word,glass,893.5,1081.695652173913,137.0,67.0
word,holder,1030.5,1081.695652173913,158.0,67.0
word,on,1188.5,1081.695652173913,72.0,67.0
word,a,1260.5,1081.695652173913,43.0,67.0
word,kitchen,1303.5,1081.695652173913,182.0,67.0
word,wall,1485.5,1081.695652173913,106.0,67.0
word,holding,1591.5,1081.695652173913,183.0,67.0
word,knives,1774.5,1081.695652173913,161.0,67.0
image,,775.0,291.0,1010.0,758.0
