aoi_type,aoi,pos_x,pos_y,width,height
word,a,765.5,1081.695652173913,43.0,67.0
word,man,808.5,1081.695652173913,114.0,67.0
word,sitting,922.5,1081.695652173913,159.0,67.0
word,at,1081.5,1081.695652173913,60.0,67.0
word,a,1141.5,1081.695652173913,43.0,67.0
word,desk,1184.5,1081.695652173913,125.0,67.0
word,while,1309.5,1081.695652173913,134.0,67.0
word,using,1443.5,1081.695652173913,140.0,67.0
word,a,1583.5,1081.695652173913,43.0,67.0
word,mouse,1626.5,1081.695652173913,168.0,67.0
image,,775.0,291.0,1010.0,758.0
