aoi_type,aoi,pos_x,pos_y,width,height
word,a,730.5,1081.695652173913,43.0,67.0
word,close,773.5,1081.695652173913,136.0,67.0
word,up,909.5,1081.695652173913,72.0,67.0
word,of,981.5,1081.695652173913,62.0,67.0
word,an,1043.5,1081.695652173913,71.0,67.0
word,banana,1114.5,1081.695652173913,181.0,67.0
word,on,1295.5,1081.695652173913,72.0,67.0
word,a,1367.5,1081.695652173913,43.0,67.0
word,black,1410.5,1081.695652173913,138.0,67.0
word,background,1548.5,1081.695652173913,281.0,67.0
image,,775.0,291.0,1010.0,758.0
