aoi_type,aoi,pos_x,pos_y,width,height
word,a,657.5,1081.695652173913,43.0,67.0
word,man,700.5,1081.695652173913,114.0,67.0
word,with,814.5,1081.695652173913,111.0,67.0
word,a,925.5,1081.695652173913,43.0,67.0
word,beard,968.5,1081.695652173913,143.0,67.0
word,eating,1111.5,1081.695652173913,157.0,67.0
word,a,1268.5,1081.695652173913,43.0,67.0
word,banana,1311.5,1081.695652173913,181.0,67.0
word,in,1492.5,1081.695652173913,57.0,67.0
word,an,1549.5,1081.695652173913,71.0,67.0
word,automobile.,1620.5,1081.695652173913,282.0,67.0
image,,775.0,291.0,1010.0,758.0
