aoi_type,aoi,pos_x,pos_y,width,height
word,a,696.5,1081.695652173913,43.0,67.0
word,close,739.5,1081.695652173913,136.0,67.0
word,up,875.5,1081.695652173913,72.0,67.0
word,of,947.5,1081.695652173913,62.0,67.0
word,frisbee,1009.5,1081.695652173913,173.0,67.0
word,stuck,1182.5,1081.695652173913,141.0,67.0
word,in,1323.5,1081.695652173913,57.0,67.0
word,to,1380.5,1081.695652173913,60.0,67.0
word,the,1440.5,1081.695652173913,88.0,67.0
word,snowy,1528.5,1081.695652173913,161.0,67.0
word,ground,1689.5,1081.695652173913,174.0,67.0
image,,775.0,291.0,1010.0,758.0
