aoi_type,aoi,pos_x,pos_y,width,height
word,a,685.5,1081.695652173913,43.0,67.0
word,black,728.5,1081.695652173913,138.0,67.0
word,man,866.5,1081.695652173913,114.0,67.0
word,holding,980.5,1081.695652173913,183.0,67.0
word,open,1163.5,1081.695652173913,127.0,67.0
word,the,1290.5,1081.695652173913,88.0,67.0
word,door,1378.5,1081.695652173913,118.0,67.0
word,of,1496.5,1081.695652173913,62.0,67.0
word,a,1558.5,1081.695652173913,43.0,67.0
word,microwave.,1601.5,1081.695652173913,273.0,67.0
image,,775.0,291.0,1010.0,758.0
