aoi_type,aoi,pos_x,pos_y,width,height
word,a,788.5,1081.695652173913,43.0,67.0
word,close,831.5,1081.695652173913,136.0,67.0
word,up,967.5,1081.695652173913,72.0,67.0
word,of,1039.5,1081.695652173913,62.0,67.0
word,a,1101.5,1081.695652173913,43.0,67.0
word,cat,1144.5,1081.695652173913,86.0,67.0
word,laying,1230.5,1081.695652173913,150.0,67.0
word,next,1380.5,1081.695652173913,113.0,67.0
word,to,1493.5,1081.695652173913,60.0,67.0
word,a,1553.5,1081.695652173913,43.0,67.0
word,remote,1596.5,1081.695652173913,175.0,67.0
image,,775.0,291.0,1010.0,758.0
