aoi_type,aoi,pos_x,pos_y,width,height
word,a,734.5,1081.695652173913,43.0,67.0
word,girl,777.5,1081.695652173913,89.0,67.0
word,leaning,866.5,1081.695652173913,181.0,67.0
word,over,1047.5,1081.695652173913,113.0,67.0
word,with,1160.5,1081.695652173913,111.0,67.0
word,a,1271.5,1081.695652173913,43.0,67.0
word,scissors,1314.5,1081.695652173913,205.0,67.0
word,in,1519.5,1081.695652173913,57.0,67.0
word,her,1576.5,1081.695652173913,89.0,67.0
word,mouth,1665.5,1081.695652173913,160.0,67.0
image,,775.0,291.0,1010.0,758.0
