aoi_type,aoi,pos_x,pos_y,width,height
word,sandy,532.0,1081.695652173913,151.0,67.0
word,deserted,683.0,1081.695652173913,215.0,67.0
word,handbag,898.0,1081.695652173913,211.0,67.0
word,lined,1109.0,1081.695652173913,125.0,67.0
word,beach,1234.0,1081.695652173913,152.0,67.0
word,with,1386.0,1081.695652173913,111.0,67.0
word,houses,1497.0,1081.695652173913,179.0,67.0
word,on,1676.0,1081.695652173913,72.0,67.0
word,top,1748.0,1081.695652173913,88.0,67.0
word,the,1836.0,1081.695652173913,88.0,67.0
word,cliff,1924.0,1081.695652173913,104.0,67.0
image,,775.0,291.0,1010.0,758.0
