aoi_type,aoi,pos_x,pos_y,width,height
word,a,631.5,1081.695652173913,43.0,67.0
word,person,674.5,1081.695652173913,171.0,67.0
word,looks,845.5,1081.695652173913,138.0,67.0
word,at,983.5,1081.695652173913,60.0,67.0
word,the,1043.5,1081.695652173913,88.0,67.0
word,camera,1131.5,1081.695652173913,183.0,67.0
word,while,1314.5,1081.695652173913,134.0,67.0
word,holding,1448.5,1081.695652173913,183.0,67.0
word,a,1631.5,1081.695652173913,43.0,67.0
word,black,1674.5,1081.695652173913,138.0,67.0
word,dog.,1812.5,1081.695652173913,116.0,67.0
image,,775.0,291.0,1010.0,758.0
