aoi_type,aoi,pos_x,pos_y,width,height
word,a,656.0,1081.695652173913,43.0,67.0
word,man,699.0,1081.695652173913,114.0,67.0
word,sticks,813.0,1081.695652173913,151.0,67.0
word,out,964.0,1081.695652173913,89.0,67.0
word,his,1053.0,1081.695652173913,83.0,67.0
word,tongue,1136.0,1081.695652173913,172.0,67.0
word,while,1308.0,1081.695652173913,134.0,67.0
word,sitting,1442.0,1081.695652173913,159.0,67.0
word,on,1601.0,1081.695652173913,72.0,67.0
word,a,1673.0,1081.695652173913,43.0,67.0
word,bicycle.,1716.0,1081.695652173913,188.0,67.0
image,,775.0,291.0,1010.0,758.0
