aoi_type,aoi,pos_x,pos_y,width,height
word,a,794.0,1081.695652173913,43.0,67.0
word,close,837.0,1081.695652173913,136.0,67.0
word,up,973.0,1081.695652173913,72.0,67.0
word,of,1045.0,1081.695652173913,62.0,67.0
word,a,1107.0,1081.695652173913,43.0,67.0
word,child,1150.0,1081.695652173913,124.0,67.0
word,near,1274.0,1081.695652173913,116.0,67.0
word,an,1390.0,1081.695652173913,71.0,67.0
word,opened,1461.0,1081.695652173913,182.0,67.0
word,oven,1643.0,1081.695652173913,123.0,67.0
image,,775.0,291.0,1010.0,758.0
