aoi_type,aoi,pos_x,pos_y,width,height
word,a,779.0,1081.695652173913,43.0,67.0
word,man,822.0,1081.695652173913,114.0,67.0
word,and,936.0,1081.695652173913,99.0,67.0
word,a,1035.0,1081.695652173913,43.0,67.0
word,boy,1078.0,1081.695652173913,97.0,67.0
word,are,1175.0,1081.695652173913,87.0,67.0
word,playing,1262.0,1081.695652173913,178.0,67.0
word,a,1440.0,1081.695652173913,43.0,67.0
word,laptop,1483.0,1081.695652173913,156.0,67.0
word,game,1639.0,1081.695652173913,142.0,67.0
image,,775.0,291.0,1010.0,758.0
