aoi_type,aoi,pos_x,pos_y,width,height
word,a,727.0,1081.695652173913,43.0,67.0
word,young,770.0,1081.695652173913,153.0,67.0
word,boy,923.0,1081.695652173913,97.0,67.0
word,sliding,1020.0,1081.695652173913,166.0,67.0
word,down,1186.0,1081.695652173913,137.0,67.0
word,a,1323.0,1081.695652173913,43.0,67.0
word,snowy,1366.0,1081.695652173913,161.0,67.0
word,hill,1527.0,1081.695652173913,83.0,67.0
word,on,1610.0,1081.695652173913,72.0,67.0
word,a,1682.0,1081.695652173913,43.0,67.0
word,skis,1725.0,1081.695652173913,108.0,67.0
image,,775.0,291.0,1010.0,758.0
