aoi_type,aoi,pos_x,pos_y,width,height
word,a,800.0,1081.695652173913,43.0,67.0
word,very,843.0,1081.695652173913,112.0,67.0
word,big,955.0,1081.695652173913,86.0,67.0
word,city,1041.0,1081.695652173913,98.0,67.0
word,vase,1139.0,1081.695652173913,120.0,67.0
word,at,1259.0,1081.695652173913,60.0,67.0
word,a,1319.0,1081.695652173913,43.0,67.0
word,wall,1362.0,1081.695652173913,106.0,67.0
word,in,1468.0,1081.695652173913,57.0,67.0
word,the,1525.0,1081.695652173913,88.0,67.0
word,street,1613.0,1081.695652173913,147.0,67.0
word,image,0.0,291.3043478260869,2560.0,757.3913043478261
image,,775.0,291.0,1010.0,758.0
