aoi_type,aoi,pos_x,pos_y,width,height
word,a,787.0,1081.695652173913,43.0,67.0
word,little,830.0,1081.695652173913,116.0,67.0
word,boy,946.0,1081.695652173913,97.0,67.0
word,holding,1043.0,1081.695652173913,183.0,67.0
word,onto,1226.0,1081.695652173913,116.0,67.0
word,a,1342.0,1081.695652173913,43.0,67.0
word,frisbee,1385.0,1081.695652173913,173.0,67.0
word,in,1558.0,1081.695652173913,57.0,67.0
word,a,1615.0,1081.695652173913,43.0,67.0
word,field,1658.0,1081.695652173913,115.0,67.0
image,,775.0,291.0,1010.0,758.0
