aoi_type,aoi,pos_x,pos_y,width,height
word,an,823.0,1081.695652173913,71.0,67.0
word,image,894.0,1081.695652173913,155.0,67.0
word,of,1049.0,1081.695652173913,62.0,67.0
word,a,1111.0,1081.695652173913,43.0,67.0
word,cake,1154.0,1081.695652173913,122.0,67.0
word,and,1276.0,1081.695652173913,99.0,67.0
word,a,1375.0,1081.695652173913,43.0,67.0
word,cup,1418.0,1081.695652173913,98.0,67.0
word,of,1516.0,1081.695652173913,62.0,67.0
word,coffee,1578.0,1081.695652173913,159.0,67.0
image,,775.0,291.0,1010.0,758.0
