aoi_type,aoi,pos_x,pos_y,width,height
word,there,690.0,1081.695652173913,132.0,67.0
word,is,822.0,1081.695652173913,55.0,67.0
word,a,877.0,1081.695652173913,43.0,67.0
word,large,920.0,1081.695652173913,129.0,67.0
word,blue,1049.0,1081.695652173913,112.0,67.0
word,scissors,1161.0,1081.695652173913,205.0,67.0
word,on,1366.0,1081.695652173913,72.0,67.0
word,a,1438.0,1081.695652173913,43.0,67.0
word,small,1481.0,1081.695652173913,138.0,67.0
word,brown,1619.0,1081.695652173913,154.0,67.0
word,box,1773.0,1081.695652173913,97.0,67.0
image,,775.0,291.0,1010.0,758.0
