aoi_type,aoi,pos_x,pos_y,width,height
word,a,724.0,1081.695652173913,43.0,67.0
word,cheese,767.0,1081.695652173913,177.0,67.0
word,cake,944.0,1081.695652173913,122.0,67.0
word,cut,1066.0,1081.695652173913,87.0,67.0
word,into,1153.0,1081.695652173913,101.0,67.0
word,slices,1254.0,1081.695652173913,147.0,67.0
word,on,1401.0,1081.695652173913,72.0,67.0
word,a,1473.0,1081.695652173913,43.0,67.0
word,wooden,1516.0,1081.695652173913,192.0,67.0
word,table,1708.0,1081.695652173913,128.0,67.0
image,,775.0,291.0,1010.0,758.0
