aoi_type,aoi,pos_x,pos_y,width,height
word,an,607.5,1081.695652173913,71.0,67.0
word,image,678.5,1081.695652173913,155.0,67.0
word,of,833.5,1081.695652173913,62.0,67.0
word,a,895.5,1081.695652173913,43.0,67.0
word,crumpled,938.5,1081.695652173913,227.0,67.0
word,water,1165.5,1081.695652173913,142.0,67.0
word,knife,1307.5,1081.695652173913,128.0,67.0
word,and,1435.5,1081.695652173913,99.0,67.0
word,orange,1534.5,1081.695652173913,172.0,67.0
word,on,1706.5,1081.695652173913,72.0,67.0
word,ground,1778.5,1081.695652173913,174.0,67.0
image,,775.0,291.0,1010.0,758.0
