aoi_type,aoi,pos_x,pos_y,width,height
word,a,735.0,1081.695652173913,43.0,67.0
word,guinea,778.0,1081.695652173913,168.0,67.0
word,pig,946.0,1081.695652173913,86.0,67.0
word,sitting,1032.0,1081.695652173913,159.0,67.0
word,on,1191.0,1081.695652173913,72.0,67.0
word,soft,1263.0,1081.695652173913,105.0,67.0
word,wool,1368.0,1081.695652173913,122.0,67.0
word,with,1490.0,1081.695652173913,111.0,67.0
word,a,1601.0,1081.695652173913,43.0,67.0
word,banana,1644.0,1081.695652173913,181.0,67.0
image,,775.0,291.0,1010.0,758.0
