aoi_type,aoi,pos_x,pos_y,width,height
word,a,762.5,1081.695652173913,43.0,67.0
word,man,805.5,1081.695652173913,114.0,67.0
word,sitting,919.5,1081.695652173913,159.0,67.0
word,down,1078.5,1081.695652173913,137.0,67.0
word,with,1215.5,1081.695652173913,111.0,67.0
word,a,1326.5,1081.695652173913,43.0,67.0
word,book,1369.5,1081.695652173913,128.0,67.0
word,in,1497.5,1081.695652173913,57.0,67.0
word,his,1554.5,1081.695652173913,83.0,67.0
word,mouth,1637.5,1081.695652173913,160.0,67.0
image,,775.0,291.0,1010.0,758.0
