aoi_type,aoi,pos_x,pos_y,width,height
word,a,724.5,1081.695652173913,43.0,67.0
word,lady,767.5,1081.695652173913,110.0,67.0
word,in,877.5,1081.695652173913,57.0,67.0
word,a,934.5,1081.695652173913,43.0,67.0
word,motel,977.5,1081.695652173913,144.0,67.0
word,room,1121.5,1081.695652173913,132.0,67.0
word,is,1253.5,1081.695652173913,55.0,67.0
word,jumping,1308.5,1081.695652173913,201.0,67.0
word,onto,1509.5,1081.695652173913,116.0,67.0
word,a,1625.5,1081.695652173913,43.0,67.0
word,couch.,1668.5,1081.695652173913,167.0,67.0
image,,775.0,291.0,1010.0,758.0
