aoi_type,aoi,pos_x,pos_y,width,height
word,a,708.5,1081.695652173913,43.0,67.0
word,person,751.5,1081.695652173913,171.0,67.0
word,operating,922.5,1081.695652173913,230.0,67.0
word,a,1152.5,1081.695652173913,43.0,67.0
word,laptop,1195.5,1081.695652173913,156.0,67.0
word,with,1351.5,1081.695652173913,111.0,67.0
word,a,1462.5,1081.695652173913,43.0,67.0
word,bear,1505.5,1081.695652173913,116.0,67.0
word,in,1621.5,1081.695652173913,57.0,67.0
word,her,1678.5,1081.695652173913,89.0,67.0
word,lap,1767.5,1081.695652173913,84.0,67.0
image,,775.0,291.0,1010.0,758.0
