aoi_type,aoi,pos_x,pos_y,width,height
word,a,758.0,1081.695652173913,43.0,67.0
word,boat,801.0,1081.695652173913,116.0,67.0
word,on,917.0,1081.695652173913,72.0,67.0
word,a,989.0,1081.695652173913,43.0,67.0
word,beach,1032.0,1081.695652173913,152.0,67.0
word,near,1184.0,1081.695652173913,116.0,67.0
word,a,1300.0,1081.695652173913,43.0,67.0
word,large,1343.0,1081.695652173913,129.0,67.0
word,body,1472.0,1081.695652173913,126.0,67.0
word,of,1598.0,1081.695652173913,62.0,67.0
word,water,1660.0,1081.695652173913,142.0,67.0
image,,775.0,291.0,1010.0,758.0
