aoi_type,aoi,pos_x,pos_y,width,height
word,a,640.5,1081.695652173913,43.0,67.0
word,brown,683.5,1081.695652173913,154.0,67.0
word,and,837.5,1081.695652173913,99.0,67.0
word,black,936.5,1081.695652173913,138.0,67.0
word,cat,1074.5,1081.695652173913,86.0,67.0
word,is,1160.5,1081.695652173913,55.0,67.0
word,sleeping,1215.5,1081.695652173913,207.0,67.0
word,on,1422.5,1081.695652173913,72.0,67.0
word,computers,1494.5,1081.695652173913,257.0,67.0
word,mouse,1751.5,1081.695652173913,168.0,67.0
image,,775.0,291.0,1010.0,758.0
