aoi_type,aoi,pos_x,pos_y,width,height
word,a,804.0,1081.695652173913,43.0,67.0
word,boy,847.0,1081.695652173913,97.0,67.0
word,sits,944.0,1081.695652173913,98.0,67.0
word,on,1042.0,1081.695652173913,72.0,67.0
word,a,1114.0,1081.695652173913,43.0,67.0
word,snowboard,1157.0,1081.695652173913,263.0,67.0
word,on,1420.0,1081.695652173913,72.0,67.0
word,a,1492.0,1081.695652173913,43.0,67.0
word,path,1535.0,1081.695652173913,116.0,67.0
word,way,1651.0,1081.695652173913,105.0,67.0
image,,775.0,291.0,1010.0,758.0
