aoi_type,aoi,pos_x,pos_y,width,height
word,a,674.5,1081.695652173913,43.0,67.0
word,newly,717.5,1081.695652173913,147.0,67.0
word,shaved,864.5,1081.695652173913,176.0,67.0
word,horse,1040.5,1081.695652173913,143.0,67.0
word,walks,1183.5,1081.695652173913,146.0,67.0
word,away,1329.5,1081.695652173913,132.0,67.0
word,from,1461.5,1081.695652173913,122.0,67.0
word,it,1583.5,1081.695652173913,46.0,67.0
word,shaven,1629.5,1081.695652173913,176.0,67.0
word,fur,1805.5,1081.695652173913,80.0,67.0
image,,775.0,291.0,1010.0,758.0
