aoi_type,aoi,pos_x,pos_y,width,height
word,a,524.0,1081.695652173913,43.0,67.0
word,refrigerator,567.0,1081.695652173913,272.0,67.0
word,and,839.0,1081.695652173913,99.0,67.0
word,other,938.0,1081.695652173913,134.0,67.0
word,electronics,1072.0,1081.695652173913,264.0,67.0
word,sitting,1336.0,1081.695652173913,159.0,67.0
word,on,1495.0,1081.695652173913,72.0,67.0
word,the,1567.0,1081.695652173913,88.0,67.0
word,curb,1655.0,1081.695652173913,116.0,67.0
word,abandoned,1771.0,1081.695652173913,265.0,67.0
image,,775.0,291.0,1010.0,758.0
