aoi_type,aoi,pos_x,pos_y,width,height
word,a,776.0,1081.695652173913,43.0,67.0
word,laptop,819.0,1081.695652173913,156.0,67.0
word,attached,975.0,1081.695652173913,213.0,67.0
word,to,1188.0,1081.695652173913,60.0,67.0
word,a,1248.0,1081.695652173913,43.0,67.0
word,cell,1291.0,1081.695652173913,95.0,67.0
word,phone,1386.0,1081.695652173913,155.0,67.0
word,on,1541.0,1081.695652173913,72.0,67.0
word,a,1613.0,1081.695652173913,43.0,67.0
word,table,1656.0,1081.695652173913,128.0,67.0
image,,775.0,291.0,1010.0,758.0
