aoi_type,aoi,pos_x,pos_y,width,height
word,a,623.0,1081.695652173913,43.0,67.0
word,light,666.0,1081.695652173913,116.0,67.0
word,brown,782.0,1081.695652173913,154.0,67.0
word,teddy,936.0,1081.695652173913,142.0,67.0
word,bear,1078.0,1081.695652173913,116.0,67.0
word,is,1194.0,1081.695652173913,55.0,67.0
word,strapped,1249.0,1081.695652173913,214.0,67.0
word,to,1463.0,1081.695652173913,60.0,67.0
word,a,1523.0,1081.695652173913,43.0,67.0
word,black,1566.0,1081.695652173913,138.0,67.0
word,backpack,1704.0,1081.695652173913,233.0,67.0
image,,775.0,291.0,1010.0,758.0
