aoi_type,aoi,pos_x,pos_y,width,height
word,man,552.5,1081.695652173913,114.0,67.0
word,looking,666.5,1081.695652173913,182.0,67.0
word,in,848.5,1081.695652173913,57.0,67.0
word,to,905.5,1081.695652173913,60.0,67.0
word,the,965.5,1081.695652173913,88.0,67.0
word,drawer,1053.5,1081.695652173913,170.0,67.0
word,of,1223.5,1081.695652173913,62.0,67.0
word,a,1285.5,1081.695652173913,43.0,67.0
word,completely,1328.5,1081.695652173913,264.0,67.0
word,empty,1592.5,1081.695652173913,157.0,67.0
word,microwave,1749.5,1081.695652173913,258.0,67.0
image,,775.0,291.0,1010.0,758.0
