aoi_type,aoi,pos_x,pos_y,width,height
word,a,693.5,1081.695652173913,43.0,67.0
word,man,736.5,1081.695652173913,114.0,67.0
word,and,850.5,1081.695652173913,99.0,67.0
word,woman,949.5,1081.695652173913,179.0,67.0
word,posing,1128.5,1081.695652173913,168.0,67.0
word,for,1296.5,1081.695652173913,80.0,67.0
word,a,1376.5,1081.695652173913,43.0,67.0
word,photo,1419.5,1081.695652173913,144.0,67.0
word,with,1563.5,1081.695652173913,111.0,67.0
word,a,1674.5,1081.695652173913,43.0,67.0
word,pizza.,1717.5,1081.695652173913,149.0,67.0
image,,775.0,291.0,1010.0,758.0
