aoi_type,aoi,pos_x,pos_y,width,height
word,a,790.5,1081.695652173913,43.0,67.0
word,small,833.5,1081.695652173913,138.0,67.0
word,child,971.5,1081.695652173913,124.0,67.0
word,is,1095.5,1081.695652173913,55.0,67.0
word,holding,1150.5,1081.695652173913,183.0,67.0
word,a,1333.5,1081.695652173913,43.0,67.0
word,glove,1376.5,1081.695652173913,137.0,67.0
word,in,1513.5,1081.695652173913,57.0,67.0
word,its,1570.5,1081.695652173913,72.0,67.0
word,hand,1642.5,1081.695652173913,127.0,67.0
image,,775.0,291.0,1010.0,758.0
