aoi_type,aoi,pos_x,pos_y,width,height
word,a,639.5,1081.695652173913,43.0,67.0
word,bunch,682.5,1081.695652173913,154.0,67.0
word,of,836.5,1081.695652173913,62.0,67.0
word,people,898.5,1081.695652173913,167.0,67.0
word,eating,1065.5,1081.695652173913,157.0,67.0
word,pizza,1222.5,1081.695652173913,134.0,67.0
word,in,1356.5,1081.695652173913,57.0,67.0
word,room,1413.5,1081.695652173913,132.0,67.0
word,with,1545.5,1081.695652173913,111.0,67.0
word,blue,1656.5,1081.695652173913,112.0,67.0
word,couch,1768.5,1081.695652173913,152.0,67.0
image,,775.0,291.0,1010.0,758.0
