aoi_type,aoi,pos_x,pos_y,width,height
word,the,639.5,1081.695652173913,88.0,67.0
word,young,727.5,1081.695652173913,153.0,67.0
word,kids,880.5,1081.695652173913,110.0,67.0
word,are,990.5,1081.695652173913,87.0,67.0
word,playing,1077.5,1081.695652173913,178.0,67.0
word,with,1255.5,1081.695652173913,111.0,67.0
word,the,1366.5,1081.695652173913,88.0,67.0
word,remote,1454.5,1081.695652173913,175.0,67.0
word,on,1629.5,1081.695652173913,72.0,67.0
word,the,1701.5,1081.695652173913,88.0,67.0
word,floor.,1789.5,1081.695652173913,131.0,67.0
image,,775.0,291.0,1010.0,758.0
