aoi_type,aoi,pos_x,pos_y,width,height
word,a,689.5,1081.695652173913,43.0,67.0
word,person,732.5,1081.695652173913,171.0,67.0
word,wearing,903.5,1081.695652173913,195.0,67.0
word,a,1098.5,1081.695652173913,43.0,67.0
word,tie,1141.5,1081.695652173913,73.0,67.0
word,on,1214.5,1081.695652173913,72.0,67.0
word,skis,1286.5,1081.695652173913,108.0,67.0
word,looking,1394.5,1081.695652173913,182.0,67.0
word,at,1576.5,1081.695652173913,60.0,67.0
word,the,1636.5,1081.695652173913,88.0,67.0
word,valley,1724.5,1081.695652173913,146.0,67.0
image,,775.0,291.0,1010.0,758.0
