aoi_type,aoi,pos_x,pos_y,width,height
word,a,640.0,1081.695652173913,43.0,67.0
word,horse,683.0,1081.695652173913,143.0,67.0
word,standing,826.0,1081.695652173913,212.0,67.0
word,in,1038.0,1081.695652173913,57.0,67.0
word,a,1095.0,1081.695652173913,43.0,67.0
word,field,1138.0,1081.695652173913,115.0,67.0
word,with,1253.0,1081.695652173913,111.0,67.0
word,trees,1364.0,1081.695652173913,130.0,67.0
word,in,1494.0,1081.695652173913,57.0,67.0
word,the,1551.0,1081.695652173913,88.0,67.0
word,background,1639.0,1081.695652173913,281.0,67.0
image,,775.0,291.0,1010.0,758.0
